claim_id,third_party_id,third_party_name,third_party_role,involvement_date,first_line_of_address,county,state,zip_code,latitude,longitude,prior_claim_count,prior_litigated_claim_count
CLM00061,TP00067,Florida Claim Advocates,Public Adjuster,2024-02-19,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,92,12
CLM00061,TP00088,Coastal Emergency Services,Emergency Services Provider,2024-03-07,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00062,TP00085,Sunstate Property Inspections,Inspector,2026-01-02,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00062,TP00026,SunCoast Roofing Solutions,Roofer,2026-01-02,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,126,31
CLM00062,TP00055,Orange State Contracting,General Contractor,2026-01-09,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00062,TP00023,Bayfront Mitigation Partners,Mitigation Company,2025-12-20,9505 Axis Way,Orange,FL,32837,28.396944,-81.417614,38,6
CLM00062,TP00072,Atlantic Structural Engineering,Engineer,2026-01-19,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,27,2
CLM00062,TP00046,Peninsula Pipe & Drain,Plumber,2025-12-30,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,81,8
CLM00062,TP00077,Coastal Property Appraisal,Appraiser,2025-12-29,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00062,TP00075,Florida Structural Review,Engineer,2026-01-11,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,24,2
CLM00062,TP00092,Florida Residential Electric,Electrician,2026-01-13,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,79,13
CLM00062,TP00090,Gulf Coast Electrical,Electrician,2025-12-28,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00062,TP00038,Atlantic Pipe & Drain,Plumber,2026-01-09,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,121,34
CLM00062,TP00032,Coastal Crown Roofing,Roofer,2025-12-24,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,89,1
CLM00062,TP00094,Florida Climate Services,HVAC Contractor,2026-01-19,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,37,2
CLM00062,TP00058,Blue Harbor Restoration,Restoration Company,2025-12-26,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,33,2
CLM00062,TP00053,Bayfront Construction Services,General Contractor,2026-01-08,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00063,TP00085,Sunstate Property Inspections,Inspector,2024-06-01,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00063,TP00039,Sunstate Plumbing Services,Plumber,2024-06-03,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,144,36
CLM00063,TP00049,Coastal Build Group,General Contractor,2024-05-25,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00063,TP00018,Sunrise Water Mitigation,Mitigation Company,2024-05-16,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,117,29
CLM00063,TP00077,Coastal Property Appraisal,Appraiser,2024-05-24,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00063,TP00038,Atlantic Pipe & Drain,Plumber,2024-05-23,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,121,34
CLM00063,TP00087,Florida Emergency Property Care,Emergency Services Provider,2024-06-09,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,1
CLM00063,TP00092,Florida Residential Electric,Electrician,2024-05-20,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,79,13
CLM00063,TP00096,Bayfront Air & Mechanical,HVAC Contractor,2024-06-18,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,89,3
CLM00063,TP00059,Sunstate Restoration Services,Restoration Company,2024-06-08,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00063,TP00089,Sunstate Electrical Services,Electrician,2024-05-27,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,88,18
CLM00064,TP00084,Florida Field Inspection Group,Inspector,2025-06-22,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00064,TP00032,Coastal Crown Roofing,Roofer,2025-06-30,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,89,1
CLM00064,TP00054,Florida Residential Builders,General Contractor,2025-07-01,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00064,TP00025,Atlantic Emergency Dryout,Mitigation Company,2025-06-11,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,40,2
CLM00064,TP00076,Coastal Engineering Services,Engineer,2025-06-17,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00064,TP00073,Gulf Forensic Engineering,Engineer,2025-07-07,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,77,2
CLM00064,TP00077,Coastal Property Appraisal,Appraiser,2025-07-10,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00064,TP00059,Sunstate Restoration Services,Restoration Company,2025-06-19,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00064,TP00097,Atlantic Mold Solutions,Mold Remediation,2025-06-24,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,77,5
CLM00064,TP00062,Atlantic Property Restoration,Restoration Company,2025-06-25,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,45,0
CLM00065,TP00085,Sunstate Property Inspections,Inspector,2025-01-10,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00065,TP00055,Orange State Contracting,General Contractor,2025-01-15,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00065,TP00049,Coastal Build Group,General Contractor,2025-01-12,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00065,TP00019,Everglade Loss Mitigation,Mitigation Company,2025-01-06,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,108,25
CLM00065,TP00099,Coastal Air Quality Services,Mold Remediation,2025-01-28,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00066,TP00085,Sunstate Property Inspections,Inspector,2022-11-20,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00066,TP00091,Orange State Electric,Electrician,2022-11-18,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00066,TP00052,Peninsula Property Restoration,General Contractor,2022-11-10,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00066,TP00020,Peninsula Emergency Mitigation,Mitigation Company,2022-11-07,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,51,4
CLM00066,TP00061,Florida Home Restoration,Restoration Company,2022-11-25,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,44,0
CLM00066,TP00094,Florida Climate Services,HVAC Contractor,2022-11-25,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,37,2
CLM00067,TP00081,HomeScope Inspections,Inspector,2022-08-19,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00067,TP00029,Blue Sky Roof Works,Roofer,2022-09-10,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,103,23
CLM00067,TP00053,Bayfront Construction Services,General Contractor,2022-09-07,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00067,TP00017,Coastal Response Mitigation,Mitigation Company,2022-08-18,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,136,39
CLM00067,TP00014,Coastal Resolution Law,Attorney,2022-10-11,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,46,3
CLM00067,TP00074,Peninsula Building Consultants,Engineer,2022-09-17,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,14,1
CLM00067,TP00078,Sunstate Appraisal Group,Appraiser,2022-09-16,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00067,TP00088,Coastal Emergency Services,Emergency Services Provider,2022-09-16,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00067,TP00079,Florida Loss Appraisers,Appraiser,2022-08-23,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00067,TP00030,Gulf Ridge Roofing,Roofer,2022-09-09,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,83,2
CLM00067,TP00061,Florida Home Restoration,Restoration Company,2022-09-04,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,44,0
CLM00068,TP00084,Florida Field Inspection Group,Inspector,2022-11-15,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00068,TP00047,Sunrise Plumbing Group,Plumber,2022-11-03,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,34,4
CLM00068,TP00057,SunCoast General Builders,General Contractor,2022-11-07,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00068,TP00077,Coastal Property Appraisal,Appraiser,2022-11-28,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00069,TP00085,Sunstate Property Inspections,Inspector,2022-06-28,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00069,TP00091,Orange State Electric,Electrician,2022-07-16,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,82,15
CLM00069,TP00049,Coastal Build Group,General Contractor,2022-06-15,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00069,TP00058,Blue Harbor Restoration,Restoration Company,2022-06-27,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,33,2
CLM00069,TP00051,Gulf Atlantic Builders,General Contractor,2022-07-05,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00069,TP00030,Gulf Ridge Roofing,Roofer,2022-06-29,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,83,2
CLM00069,TP00090,Gulf Coast Electrical,Electrician,2022-07-09,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00069,TP00098,Sunstate Mold Remediation,Mold Remediation,2022-06-25,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,80,1
CLM00069,TP00088,Coastal Emergency Services,Emergency Services Provider,2022-06-25,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,29,2
CLM00069,TP00073,Gulf Forensic Engineering,Engineer,2022-06-16,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,77,2
CLM00069,TP00029,Blue Sky Roof Works,Roofer,2022-07-03,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,103,23
CLM00070,TP00084,Florida Field Inspection Group,Inspector,2025-04-13,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00070,TP00027,Atlantic Peak Roofing,Roofer,2025-04-24,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00070,TP00053,Bayfront Construction Services,General Contractor,2025-04-08,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00070,TP00064,Beacon Public Adjusting,Public Adjuster,2025-04-15,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,42,5
CLM00070,TP00079,Florida Loss Appraisers,Appraiser,2025-04-11,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,88,14
CLM00070,TP00060,Coastal Property Recovery,Restoration Company,2025-04-30,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,14,1
CLM00070,TP00076,Coastal Engineering Services,Engineer,2025-04-23,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00070,TP00045,Bayfront Plumbing Services,Plumber,2025-04-11,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,72,6
CLM00070,TP00078,Sunstate Appraisal Group,Appraiser,2025-04-30,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00070,TP00086,Rapid Response Property Services,Emergency Services Provider,2025-04-16,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00070,TP00099,Coastal Air Quality Services,Mold Remediation,2025-04-18,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,16,0
CLM00070,TP00059,Sunstate Restoration Services,Restoration Company,2025-04-09,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,85,4
CLM00070,TP00061,Florida Home Restoration,Restoration Company,2025-05-02,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,44,0
CLM00070,TP00100,Florida Mold Response,Mold Remediation,2025-04-26,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00071,TP00081,HomeScope Inspections,Inspector,2022-04-09,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00071,TP00056,Atlantic Home Reconstruction,General Contractor,2022-04-03,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,12,0
CLM00071,TP00054,Florida Residential Builders,General Contractor,2022-04-08,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00071,TP00025,Atlantic Emergency Dryout,Mitigation Company,2022-04-04,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,40,2
CLM00071,TP00007,Florida Property Counsel,Attorney,2022-04-11,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,76,20
CLM00071,TP00077,Coastal Property Appraisal,Appraiser,2022-04-14,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00071,TP00095,Sunrise HVAC,HVAC Contractor,2022-04-13,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,74,5
CLM00071,TP00086,Rapid Response Property Services,Emergency Services Provider,2022-04-16,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00071,TP00096,Bayfront Air & Mechanical,HVAC Contractor,2022-04-15,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,89,3
CLM00072,TP00081,HomeScope Inspections,Inspector,2023-07-03,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00072,TP00038,Atlantic Pipe & Drain,Plumber,2023-06-29,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,121,34
CLM00072,TP00053,Bayfront Construction Services,General Contractor,2023-07-03,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00072,TP00021,Blue Harbor Mitigation,Mitigation Company,2023-06-18,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,39,5
CLM00072,TP00013,Palm State Legal Services,Attorney,2023-07-22,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,51,4
CLM00073,TP00083,Coastal Inspection Services,Inspector,2024-01-14,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00073,TP00029,Blue Sky Roof Works,Roofer,2024-01-12,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,103,23
CLM00073,TP00055,Orange State Contracting,General Contractor,2024-01-05,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,12,0
CLM00073,TP00016,Gulf Atlantic Mitigation Group,Mitigation Company,2024-01-07,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,142,48
CLM00073,TP00015,Florida Home Legal Partners,Attorney,2024-01-22,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,39,2
CLM00073,TP00065,Coastal Loss Consultants,Public Adjuster,2024-01-24,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,74,4
CLM00073,TP00076,Coastal Engineering Services,Engineer,2024-01-12,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57,3
CLM00073,TP00030,Gulf Ridge Roofing,Roofer,2024-01-19,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,83,2
CLM00074,TP00081,HomeScope Inspections,Inspector,2024-07-21,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,92,14
CLM00074,TP00034,StormGuard Roof Services,Roofer,2024-08-04,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,94,9
CLM00074,TP00057,SunCoast General Builders,General Contractor,2024-07-29,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00074,TP00021,Blue Harbor Mitigation,Mitigation Company,2024-07-13,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,39,5
CLM00074,TP00010,Bayfront Property Law,Attorney,2024-07-28,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,74,8
CLM00074,TP00075,Florida Structural Review,Engineer,2024-08-05,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,24,2
CLM00074,TP00093,Coastal Air Systems,HVAC Contractor,2024-07-25,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,43,3
CLM00074,TP00090,Gulf Coast Electrical,Electrician,2024-07-27,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,91,17
CLM00074,TP00061,Florida Home Restoration,Restoration Company,2024-08-05,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,44,0
CLM00074,TP00080,Atlantic Property Valuation,Appraiser,2024-08-01,9505 Axis Way,Orange,FL,32837,28.396944,-81.417614,75,1
CLM00075,TP00085,Sunstate Property Inspections,Inspector,2024-06-23,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00075,TP00034,StormGuard Roof Services,Roofer,2024-07-02,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,94,9
CLM00075,TP00051,Gulf Atlantic Builders,General Contractor,2024-07-14,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00075,TP00021,Blue Harbor Mitigation,Mitigation Company,2024-06-21,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,39,5
CLM00075,TP00011,Sunrise Residential Legal,Attorney,2024-07-12,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,65,6
CLM00075,TP00096,Bayfront Air & Mechanical,HVAC Contractor,2024-07-14,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,89,3
CLM00076,TP00084,Florida Field Inspection Group,Inspector,2025-03-20,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00076,TP00027,Atlantic Peak Roofing,Roofer,2025-03-12,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00076,TP00048,Palm State Construction,General Contractor,2025-03-16,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,118,23
CLM00076,TP00066,Sunrise Public Adjusters,Public Adjuster,2025-03-19,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,94,7
CLM00076,TP00074,Peninsula Building Consultants,Engineer,2025-03-27,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,14,1
CLM00077,TP00084,Florida Field Inspection Group,Inspector,2023-10-09,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00077,TP00045,Bayfront Plumbing Services,Plumber,2023-10-11,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,72,6
CLM00077,TP00049,Coastal Build Group,General Contractor,2023-10-05,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00077,TP00071,Bayfront Claim Consultants,Public Adjuster,2023-10-21,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,38,5
CLM00077,TP00100,Florida Mold Response,Mold Remediation,2023-10-16,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,36,2
CLM00077,TP00095,Sunrise HVAC,HVAC Contractor,2023-10-11,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,74,5
CLM00078,TP00083,Coastal Inspection Services,Inspector,2023-06-15,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00078,TP00089,Sunstate Electrical Services,Electrician,2023-07-05,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,88,18
CLM00078,TP00057,SunCoast General Builders,General Contractor,2023-06-17,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00078,TP00021,Blue Harbor Mitigation,Mitigation Company,2023-06-01,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,39,5
CLM00078,TP00010,Bayfront Property Law,Attorney,2023-07-14,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,74,8
CLM00078,TP00053,Bayfront Construction Services,General Contractor,2023-06-20,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00078,TP00058,Blue Harbor Restoration,Restoration Company,2023-06-13,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,33,2
CLM00078,TP00077,Coastal Property Appraisal,Appraiser,2023-06-30,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00079,TP00084,Florida Field Inspection Group,Inspector,2024-09-24,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00079,TP00027,Atlantic Peak Roofing,Roofer,2024-09-24,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,131,35
CLM00079,TP00049,Coastal Build Group,General Contractor,2024-09-30,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00079,TP00016,Gulf Atlantic Mitigation Group,Mitigation Company,2024-09-16,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,142,48
CLM00079,TP00028,Florida Shield Roofing,Roofer,2024-09-25,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,112,27
CLM00079,TP00031,Peninsula Roofing Group,Roofer,2024-09-18,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,98,5
CLM00079,TP00045,Bayfront Plumbing Services,Plumber,2024-09-28,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,72,6
CLM00079,TP00078,Sunstate Appraisal Group,Appraiser,2024-09-24,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00079,TP00051,Gulf Atlantic Builders,General Contractor,2024-09-30,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00079,TP00062,Atlantic Property Restoration,Restoration Company,2024-09-17,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,45,0
CLM00079,TP00072,Atlantic Structural Engineering,Engineer,2024-10-07,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,27,2
CLM00080,TP00085,Sunstate Property Inspections,Inspector,2024-04-07,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00080,TP00037,Orange County Roofing Group,Roofer,2024-04-06,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,34,2
CLM00080,TP00052,Peninsula Property Restoration,General Contractor,2024-04-16,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00080,TP00021,Blue Harbor Mitigation,Mitigation Company,2024-03-27,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,39,5
CLM00080,TP00078,Sunstate Appraisal Group,Appraiser,2024-04-20,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,55,0
CLM00080,TP00086,Rapid Response Property Services,Emergency Services Provider,2024-04-25,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,69,2
CLM00081,TP00083,Coastal Inspection Services,Inspector,2022-11-27,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,89,12
CLM00081,TP00051,Gulf Atlantic Builders,General Contractor,2022-12-14,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,97,17
CLM00081,TP00052,Peninsula Property Restoration,General Contractor,2022-12-04,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,14,1
CLM00081,TP00016,Gulf Atlantic Mitigation Group,Mitigation Company,2022-11-20,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,142,48
CLM00081,TP00077,Coastal Property Appraisal,Appraiser,2022-11-26,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00081,TP00054,Florida Residential Builders,General Contractor,2022-12-06,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00081,TP00057,SunCoast General Builders,General Contractor,2022-12-07,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,70,3
CLM00081,TP00048,Palm State Construction,General Contractor,2022-12-13,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,118,23
CLM00081,TP00049,Coastal Build Group,General Contractor,2022-12-02,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,105,19
CLM00082,TP00082,Peninsula Property Inspections,Inspector,2024-05-01,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,96,13
CLM00082,TP00037,Orange County Roofing Group,Roofer,2024-05-08,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,34,2
CLM00082,TP00053,Bayfront Construction Services,General Contractor,2024-04-29,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,76,3
CLM00082,TP00016,Gulf Atlantic Mitigation Group,Mitigation Company,2024-04-23,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,142,48
CLM00082,TP00014,Coastal Resolution Law,Attorney,2024-05-03,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,46,3
CLM00082,TP00070,Palm State Public Adjusting,Public Adjuster,2024-05-10,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,105,15
CLM00082,TP00093,Coastal Air Systems,HVAC Contractor,2024-05-26,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,43,3
CLM00083,TP00084,Florida Field Inspection Group,Inspector,2024-10-14,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,86,11
CLM00083,TP00032,Coastal Crown Roofing,Roofer,2024-10-07,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,89,1
CLM00083,TP00054,Florida Residential Builders,General Contractor,2024-10-24,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,50,4
CLM00083,TP00071,Bayfront Claim Consultants,Public Adjuster,2024-10-21,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,38,5
CLM00083,TP00077,Coastal Property Appraisal,Appraiser,2024-10-11,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,93,16
CLM00083,TP00058,Blue Harbor Restoration,Restoration Company,2024-10-20,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,33,2
CLM00084,TP00085,Sunstate Property Inspections,Inspector,2022-12-19,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,48,0
CLM00084,TP00043,Palm Line Plumbing,Plumber,2022-12-12,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,74,3
CLM00084,TP00050,Sunrise General Contracting,General Contractor,2022-12-08,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,101,18
